Marital Status,Course,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Gender,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,isDisplaced,hasSpecialNeeds,tuitionToDate,hasScholarship,isDebtor,AttendanceTime,Nationality
Divorced,Oral Hygiene,Secondary,160.0,Basic,Higher,9,2,130.0,Female,25,0,0,7,14,7,11.95,0,0,8,15,7,12.04285714,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,116.0,Basic,Basic,9,6,109.7,Female,22,0,0,6,7,5,14.0,0,0,6,6,6,15.66666667,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,113.0,Basic,Basic,0,6,128.2,Female,41,0,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,False,False,False,Evening,Portuguese
Single,Management,Secondary,130.0,Basic,Basic,7,9,117.8,Female,19,0,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,True,True,True,Day,Portuguese
Single,Equinculture,Secondary,150.0,Higher,Higher,3,4,150.0,Female,21,0,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,110.0,Secondary,Secondary,5,5,160.0,Female,30,0,0,6,7,6,16.42857143,0,0,6,7,6,16.66666667,0,13.9,-0.3,0.79,Dropout,True,False,True,False,True,Day,Portuguese
Single,Nursing,Secondary,101.0,Basic,Basic,9,9,104.5,Female,21,0,0,7,9,5,13.336,0,0,8,9,7,13.20714286,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Oral Hygiene,Secondary,110.0,Basic,Basic,9,9,112.8,Female,26,0,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,133.1,Secondary,Secondary,9,4,100.0,Female,21,1,2,7,9,7,14.66666667,0,1,6,8,6,14.0,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Brazilian
Single,Nursing,Secondary,138.0,Secondary,Secondary,3,4,132.5,Female,18,0,0,8,8,7,14.11571429,0,0,8,8,7,14.11571429,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,138.0,Higher,Secondary,1,4,123.3,Female,19,0,0,6,7,6,14.85714286,0,0,6,10,6,13.11111111,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,141.0,Secondary,Basic,9,8,128.9,Female,18,0,0,6,7,6,13.83333333,0,0,6,10,6,13.71428571,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management,Secondary,129.0,Higher,Higher,2,2,128.3,Female,19,0,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,127.0,Higher,Higher,2,5,100.0,Female,21,0,0,6,11,4,11.75,0,0,6,12,3,13.66666667,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,133.0,Basic,Secondary,9,3,120.1,Female,18,0,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Dropout,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,100.0,Basic,Basic,7,7,160.0,Female,24,0,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Equinculture,Secondary,138.0,Higher,Higher,2,2,123.0,Female,21,0,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Higher,150.0,Basic,Basic,9,9,150.0,Female,23,0,1,6,14,5,14.42857143,0,1,6,7,6,13.42857143,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,129.0,Basic,Basic,5,7,124.0,Female,18,0,0,8,8,7,14.31285714,0,0,8,8,7,14.31285714,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Higher,Secondary,2,9,120.0,Female,26,0,0,6,8,6,15.42857143,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,False,False,False,Day,Portuguese
Single,Equinculture,Secondary,133.0,Basic,Basic,5,8,120.4,Female,20,0,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,133.0,Higher,Secondary,5,5,131.6,Female,18,0,0,6,7,6,13.83333333,0,0,6,7,6,13.71428571,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,107.0,Higher,Basic,3,10,104.2,Female,20,0,0,6,6,6,12.16666667,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,131.0,Basic,Basic,4,4,122.0,Female,20,0,0,8,8,7,14.01428571,0,0,8,8,7,14.01428571,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,118.0,Secondary,Basic,4,10,110.7,Female,18,0,0,6,15,2,10.33333333,3,0,6,13,3,13.33333333,0,12.7,3.7,-1.7,Graduate/Enrolled,True,True,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,136.0,Secondary,Basic,9,10,121.7,Female,22,0,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,125.0,Basic,Basic,9,9,126.0,Female,20,0,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Nursing,Secondary,137.0,Secondary,Basic,9,9,128.4,Female,19,0,0,7,7,7,13.38571429,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Equinculture,Secondary,144.0,Higher,Secondary,2,4,134.9,Female,18,0,0,6,13,6,10.85714286,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Dropout,True,False,True,False,True,Day,Portuguese
Single,Management,Secondary,146.0,Basic,Basic,6,6,143.9,Female,18,0,0,5,11,5,11.33333333,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,145.0,Basic,Secondary,9,9,145.0,Female,19,0,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Communication Design,Secondary,126.0,Basic,Basic,9,9,132.0,Female,19,0,0,6,6,6,14.16666667,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,141.0,Unknown,Unknown,0,0,136.1,Female,24,0,0,6,7,6,12.83333333,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Social Service,Secondary,141.0,Basic,Basic,4,4,138.9,Female,21,0,0,6,7,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,133.1,Secondary,Secondary,3,3,102.0,Female,20,0,0,6,7,6,13.66666667,0,0,6,7,6,14.57142857,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,133.1,Basic,Basic,4,7,123.0,Female,28,0,0,6,6,6,10.83333333,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,Dropout,False,False,False,True,True,Day,Portuguese
Single,Basic Education,Secondary,127.0,Basic,Basic,9,8,137.5,Female,21,0,0,6,7,6,13.42857143,0,0,6,8,6,13.14285714,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,106.0,Basic,Basic,191,163,102.2,Male,20,0,0,7,7,7,12.40142857,0,0,8,10,6,11.80833333,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Agronomy,Secondary,130.0,Higher,Higher,2,6,105.3,Male,36,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,False,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,110.0,Basic,Basic,9,9,130.0,Male,42,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,False,False,False,Evening,Portuguese
Married,Management (evening attendance),Secondary,150.0,Basic,Basic,9,7,122.5,Male,47,0,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Informatics Engineering,Secondary,160.0,Secondary,Basic,4,7,112.0,Male,25,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,False,False,False,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Below secondary,170.0,Secondary,Basic,3,5,110.0,Male,25,0,0,6,8,6,14.14285714,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Married,Social Service (evening attendance),Below secondary,133.1,Basic,Basic,6,8,149.5,Male,48,0,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Management (evening attendance),Secondary,120.0,Basic,Basic,9,7,141.0,Male,32,0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Management (evening attendance),Higher,130.0,Basic,Basic,9,7,130.0,Male,38,0,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Social Service,Higher,130.0,Basic,Basic,5,5,130.0,Male,37,0,11,16,23,15,11.73333333,0,6,11,17,9,11.88888889,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,120.0,Basic,Basic,9,9,104.0,Male,26,0,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout,False,False,False,False,False,Day,Portuguese
Single,Veterinary Nursing,Higher,110.0,Higher,Higher,2,2,110.0,Male,23,0,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,False,False,True,False,False,Day,Portuguese
Single,Agronomy,Higher,120.0,Basic,Basic,3,5,120.0,Male,23,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Agronomy,Higher,130.0,Higher,Higher,9,6,130.0,Male,20,0,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Higher,150.0,Higher,Basic,3,7,127.0,Male,26,0,2,7,8,6,13.04666667,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,120.0,Basic,Basic,9,5,100.0,Female,45,0,5,9,13,8,11.0,0,3,7,10,6,10.83333333,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Social Service (evening attendance),Below secondary,100.0,Basic,Basic,5,5,111.0,Female,26,0,0,6,10,3,12.33333333,0,0,6,14,3,11.66666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Evening,Portuguese
Single,Social Service (evening attendance),Higher,133.1,Basic,Basic,90,90,130.0,Female,26,0,8,11,16,10,11.8,0,3,7,7,7,13.28571429,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Management (evening attendance),Secondary,130.0,Basic,Basic,9,9,130.1,Female,25,0,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Nursing,Secondary,145.0,Secondary,Secondary,4,4,127.5,Female,18,0,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Higher,130.0,Basic,Basic,7,7,130.0,Female,27,0,0,8,8,7,14.41428571,0,0,8,8,7,14.41428571,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Legally Separated,Social Service (evening attendance),Secondary,115.0,Basic,Secondary,5,90,115.0,Female,24,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,False,False,False,Evening,Portuguese
Single,Management,Secondary,124.0,Basic,Basic,6,10,126.8,Female,20,0,0,5,8,5,12.33333333,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,124.0,Secondary,Basic,9,8,116.7,Female,18,0,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout,True,False,True,True,False,Day,Portuguese
Single,Oral Hygiene,Secondary,134.0,Basic,Basic,7,7,128.5,Female,18,0,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,137.0,Basic,Basic,9,9,127.5,Female,18,0,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,124.0,Basic,Basic,3,8,117.5,Male,19,0,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,136.0,Secondary,Secondary,4,4,148.8,Female,19,0,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,126.0,Basic,Secondary,5,10,120.2,Female,19,0,0,7,9,5,14.06,0,0,7,9,7,11.24285714,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,142.0,Basic,Basic,9,5,127.3,Female,18,0,0,8,8,7,15.07571429,0,0,8,8,7,15.07571429,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,141.0,Basic,Basic,9,9,136.1,Female,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,129.0,Higher,Higher,5,5,122.4,Female,19,0,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Agronomy,Higher,130.0,Secondary,Basic,4,9,130.0,Female,23,0,10,17,28,17,13.15,2,8,12,22,12,13.21428571,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,136.0,Basic,Basic,4,7,121.7,Female,21,0,0,6,9,5,12.33333333,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,137.0,Basic,Basic,5,7,122.7,Female,18,0,0,7,8,7,13.77857143,0,0,8,10,8,13.12222222,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,125.0,Unknown,Basic,9,9,129.2,Female,20,0,0,6,12,3,10.33333333,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout,True,False,False,False,True,Day,Portuguese
Single,Journalism and Communication,Secondary,119.0,Basic,Basic,5,5,105.0,Female,23,0,0,6,11,3,11.33333333,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,132.0,Basic,Basic,9,7,129.9,Female,20,0,0,6,7,5,13.2,0,0,6,6,6,12.66666667,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,152.0,Basic,Basic,5,7,136.3,Female,18,0,1,6,8,6,13.57142857,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,125.0,Basic,Basic,9,7,114.9,Female,29,0,8,11,14,11,12.75,0,3,7,7,7,13.42857143,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Journalism and Communication,Below secondary,133.1,Basic,Secondary,5,4,102.0,Male,28,0,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,120.0,Basic,Basic,7,7,111.3,Male,19,0,0,5,7,3,11.33333333,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,148.0,Basic,Basic,7,7,130.9,Male,24,0,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,False,False,True,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,133.1,Basic,Basic,9,7,100.0,Male,33,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,True,True,True,Day,Portuguese
Single,Management,Secondary,115.0,Basic,Basic,5,7,112.9,Male,19,0,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout,True,False,False,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,120.0,Basic,Basic,9,3,112.7,Male,19,0,0,6,7,6,14.85714286,0,0,6,8,6,14.14285714,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Divorced,Social Service (evening attendance),Secondary,133.1,Basic,Basic,7,7,143.0,Male,37,0,3,9,13,8,12.0,0,2,7,8,7,11.57142857,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Animation and Multimedia Design,Secondary,168.0,Basic,Basic,9,8,155.1,Male,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,False,True,True,Day,Portuguese
Divorced,Management (evening attendance),Secondary,130.0,Basic,Basic,9,9,127.6,Male,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Nursing,Below secondary,133.1,Basic,Basic,9,3,146.6,Male,37,0,0,7,8,7,12.82857143,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,137.0,Basic,Basic,9,9,141.0,Male,36,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,123.0,Secondary,Basic,7,7,120.6,Male,19,0,0,6,6,6,13.33333333,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,150.0,Basic,Secondary,9,3,110.0,Male,33,0,6,14,20,14,13.07285714,6,6,14,20,14,13.07285714,6,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Informatics Engineering,Secondary,120.0,Secondary,Secondary,5,7,108.6,Male,34,0,2,7,13,5,12.0,0,2,7,7,3,11.0,0,15.5,2.8,-4.06,Dropout,False,False,False,False,False,Day,Portuguese
Single,Tourism,Secondary,145.0,Higher,Basic,3,8,134.9,Female,18,0,0,6,6,6,15.5,0,0,6,6,6,16.0,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Equinculture,Higher,120.0,Higher,Secondary,2,4,120.0,Female,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,142.0,Basic,Basic,4,7,141.3,Female,19,0,0,6,7,6,14.71428571,0,0,6,6,6,15.16666667,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,147.0,Basic,Basic,9,1,135.6,Female,20,0,0,6,7,6,16.71428571,0,0,6,6,6,15.33333333,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,125.0,Basic,Basic,9,9,121.5,Female,19,0,0,6,9,6,10.85714286,0,0,6,7,6,11.66666667,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,126.0,Basic,Basic,9,9,125.0,Female,19,0,0,7,8,6,11.65833333,0,0,8,11,6,12.41666667,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,132.0,Basic,Basic,9,7,119.1,Female,22,1,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Guinean
Single,Advertising and Marketing Management,Secondary,122.0,Basic,Basic,5,7,126.6,Female,18,0,0,6,8,6,14.625,0,0,6,9,6,14.14285714,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,123.0,Secondary,Basic,9,9,116.7,Female,18,0,0,6,6,6,12.16666667,0,0,6,8,6,12.66666667,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,126.0,Secondary,Basic,131,181,120.1,Female,19,0,0,7,12,4,13.375,0,0,7,8,6,12.11666667,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,128.0,Basic,Basic,9,9,124.9,Female,19,0,0,6,6,6,12.5,0,0,6,6,6,12.83333333,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,100.0,Basic,Secondary,1,90,114.0,Female,31,0,0,7,8,5,12.56,0,0,7,8,5,12.56,0,7.6,2.6,0.32,Dropout,True,False,False,False,True,Day,Portuguese
Single,Nursing,Secondary,140.0,Secondary,Secondary,4,3,131.1,Female,18,0,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,145.0,Secondary,Basic,9,9,129.3,Female,19,0,0,6,11,3,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,True,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,143.0,Higher,Basic,2,10,129.7,Female,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,132.0,Basic,Basic,9,5,120.8,Female,19,0,0,6,11,5,11.6,0,0,6,10,6,11.71428571,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,130.0,Basic,Basic,9,6,135.0,Female,19,0,0,7,7,6,14.26666667,0,0,7,7,6,14.26666667,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,129.0,Basic,Basic,9,7,117.8,Female,19,0,0,5,6,4,11.0,0,0,5,9,4,13.85714286,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Married,Social Service (evening attendance),Higher,124.4,Basic,Unknown,0,0,130.0,Female,30,0,8,10,11,9,12.66666667,0,3,7,7,7,12.42857143,1,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Journalism and Communication,Secondary,127.0,Basic,Secondary,5,5,117.6,Female,18,0,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,144.0,Secondary,Secondary,3,6,130.8,Female,18,0,0,8,11,7,12.77142857,0,0,8,11,7,12.77142857,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,121.0,Higher,Higher,2,3,111.9,Female,21,0,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,150.0,Secondary,Basic,4,9,145.9,Female,19,0,3,6,6,6,15.5,0,2,6,7,6,13.57142857,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,115.0,Secondary,Secondary,4,4,109.1,Female,19,0,0,6,7,6,13.28571429,0,0,6,9,5,14.6,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,125.0,Higher,Basic,4,8,120.3,Female,19,0,0,7,11,5,11.71666667,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Equinculture,Secondary,117.0,Basic,Basic,4,4,113.5,Female,19,0,0,6,8,6,11.33333333,0,0,6,12,4,13.75,0,8.9,1.4,3.51,Dropout,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,121.0,Secondary,Basic,4,7,135.4,Female,19,0,0,6,6,6,13.33333333,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Management (evening attendance),Secondary,140.0,Basic,Basic,9,6,130.2,Female,39,0,0,5,13,4,12.33333333,0,0,5,14,2,10.0,4,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Communication Design,Secondary,129.0,Higher,Higher,2,2,136.4,Female,18,0,0,6,6,6,12.33333333,0,0,6,6,6,12.83333333,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
